s3_key,collect,path,step,filename,size_bytes,last_modified,category,step_id,file_type,lwhsi_collect_num,scene_id
IHTest_202009_DistStA/Path1_DistStA/Path1_Step1_DistStA/IHTest_202009_Path1_Step1_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path1_DistStA,Path1_Step1_DistStA,IHTest_202009_Path1_Step1_HiResLIDAR_1x_DistStA.las,87082527,2024-05-02T12:53:00+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step1_DistStA,HiResLIDAR,collect0,202009010100
IHTest_202009_DistStA/Path1_DistStA/Path1_Step1_DistStA/IHTest_202009_Path1_Step1_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path1_DistStA,Path1_Step1_DistStA,IHTest_202009_Path1_Step1_LWHSI1__DistStA.bsq,340787200,2024-05-02T12:44:55+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step1_DistStA,LWHSI,collect0,202009010100
IHTest_202009_DistStA/Path1_DistStA/Path1_Step1_DistStA/IHTest_202009_Path1_Step1_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path1_DistStA,Path1_Step1_DistStA,IHTest_202009_Path1_Step1_LWHSI1__DistStA.hdr,3583,2024-05-02T12:47:22+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step1_DistStA,LWHSI,collect0,202009010100
IHTest_202009_DistStA/Path1_DistStA/Path1_Step2_DistStA/IHTest_202009_Path1_Step2_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path1_DistStA,Path1_Step2_DistStA,IHTest_202009_Path1_Step2_HiResLIDAR_1x_DistStA.las,88608967,2024-05-02T12:56:02+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step2_DistStA,HiResLIDAR,collect0,202009010200
IHTest_202009_DistStA/Path1_DistStA/Path1_Step2_DistStA/IHTest_202009_Path1_Step2_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path1_DistStA,Path1_Step2_DistStA,IHTest_202009_Path1_Step2_LWHSI1__DistStA.bsq,340787200,2024-05-02T12:56:44+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step2_DistStA,LWHSI,collect0,202009010200
IHTest_202009_DistStA/Path1_DistStA/Path1_Step2_DistStA/IHTest_202009_Path1_Step2_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path1_DistStA,Path1_Step2_DistStA,IHTest_202009_Path1_Step2_LWHSI1__DistStA.hdr,3583,2024-05-02T12:59:05+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step2_DistStA,LWHSI,collect0,202009010200
IHTest_202009_DistStA/Path1_DistStA/Path1_Step3_DistStA/IHTest_202009_Path1_Step3_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path1_DistStA,Path1_Step3_DistStA,IHTest_202009_Path1_Step3_HiResLIDAR_1x_DistStA.las,89137847,2024-05-02T13:16:55+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step3_DistStA,HiResLIDAR,collect0,202009010300
IHTest_202009_DistStA/Path1_DistStA/Path1_Step3_DistStA/IHTest_202009_Path1_Step3_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path1_DistStA,Path1_Step3_DistStA,IHTest_202009_Path1_Step3_LWHSI1__DistStA.bsq,340787200,2024-05-02T13:26:50+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step3_DistStA,LWHSI,collect0,202009010300
IHTest_202009_DistStA/Path1_DistStA/Path1_Step3_DistStA/IHTest_202009_Path1_Step3_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path1_DistStA,Path1_Step3_DistStA,IHTest_202009_Path1_Step3_LWHSI1__DistStA.hdr,3583,2024-05-02T13:28:47+00:00,raw,IHTest_202009_DistStA/Path1_DistStA/Path1_Step3_DistStA,LWHSI,collect0,202009010300
IHTest_202009_DistStA/Path3_DistStA/Path3_Step1_DistStA/IHTest_202009_Path3_Step1_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path3_DistStA,Path3_Step1_DistStA,IHTest_202009_Path3_Step1_HiResLIDAR_1x_DistStA.las,110499222,2024-05-02T14:28:35+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step1_DistStA,HiResLIDAR,collect0,202009030100
IHTest_202009_DistStA/Path3_DistStA/Path3_Step1_DistStA/IHTest_202009_Path3_Step1_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path3_DistStA,Path3_Step1_DistStA,IHTest_202009_Path3_Step1_LWHSI1__DistStA.bsq,340787200,2024-05-02T14:21:28+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step1_DistStA,LWHSI,collect0,202009030100
IHTest_202009_DistStA/Path3_DistStA/Path3_Step1_DistStA/IHTest_202009_Path3_Step1_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path3_DistStA,Path3_Step1_DistStA,IHTest_202009_Path3_Step1_LWHSI1__DistStA.hdr,3583,2024-05-02T14:22:29+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step1_DistStA,LWHSI,collect0,202009030100
IHTest_202009_DistStA/Path3_DistStA/Path3_Step2_DistStA/IHTest_202009_Path3_Step2_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path3_DistStA,Path3_Step2_DistStA,IHTest_202009_Path3_Step2_HiResLIDAR_1x_DistStA.las,101653502,2024-05-02T14:45:56+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step2_DistStA,HiResLIDAR,collect0,202009030200
IHTest_202009_DistStA/Path3_DistStA/Path3_Step2_DistStA/IHTest_202009_Path3_Step2_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path3_DistStA,Path3_Step2_DistStA,IHTest_202009_Path3_Step2_LWHSI1__DistStA.bsq,340787200,2024-05-02T14:46:18+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step2_DistStA,LWHSI,collect0,202009030200
IHTest_202009_DistStA/Path3_DistStA/Path3_Step2_DistStA/IHTest_202009_Path3_Step2_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path3_DistStA,Path3_Step2_DistStA,IHTest_202009_Path3_Step2_LWHSI1__DistStA.hdr,3583,2024-05-02T14:47:30+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step2_DistStA,LWHSI,collect0,202009030200
IHTest_202009_DistStA/Path3_DistStA/Path3_Step3_DistStA/IHTest_202009_Path3_Step3_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path3_DistStA,Path3_Step3_DistStA,IHTest_202009_Path3_Step3_HiResLIDAR_1x_DistStA.las,106639642,2024-05-02T15:30:53+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step3_DistStA,HiResLIDAR,collect0,202009030300
IHTest_202009_DistStA/Path3_DistStA/Path3_Step3_DistStA/IHTest_202009_Path3_Step3_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path3_DistStA,Path3_Step3_DistStA,IHTest_202009_Path3_Step3_LWHSI1__DistStA.bsq,340787200,2024-05-02T15:54:34+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step3_DistStA,LWHSI,collect0,202009030300
IHTest_202009_DistStA/Path3_DistStA/Path3_Step3_DistStA/IHTest_202009_Path3_Step3_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path3_DistStA,Path3_Step3_DistStA,IHTest_202009_Path3_Step3_LWHSI1__DistStA.hdr,3583,2024-05-02T15:56:59+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step3_DistStA,LWHSI,collect0,202009030300
IHTest_202009_DistStA/Path3_DistStA/Path3_Step4_DistStA/IHTest_202009_Path3_Step4_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path3_DistStA,Path3_Step4_DistStA,IHTest_202009_Path3_Step4_HiResLIDAR_1x_DistStA.las,126662902,2024-05-02T17:17:46+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step4_DistStA,HiResLIDAR,collect0,202009030400
IHTest_202009_DistStA/Path3_DistStA/Path3_Step4_DistStA/IHTest_202009_Path3_Step4_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path3_DistStA,Path3_Step4_DistStA,IHTest_202009_Path3_Step4_LWHSI1__DistStA.bsq,340787200,2024-05-02T15:55:51+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step4_DistStA,LWHSI,collect0,202009030400
IHTest_202009_DistStA/Path3_DistStA/Path3_Step4_DistStA/IHTest_202009_Path3_Step4_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path3_DistStA,Path3_Step4_DistStA,IHTest_202009_Path3_Step4_LWHSI1__DistStA.hdr,3583,2024-05-02T15:57:03+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step4_DistStA,LWHSI,collect0,202009030400
IHTest_202009_DistStA/Path3_DistStA/Path3_Step5_DistStA/IHTest_202009_Path3_Step5_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path3_DistStA,Path3_Step5_DistStA,IHTest_202009_Path3_Step5_HiResLIDAR_1x_DistStA.las,106622282,2024-05-02T18:28:27+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step5_DistStA,HiResLIDAR,collect0,202009030500
IHTest_202009_DistStA/Path3_DistStA/Path3_Step5_DistStA/IHTest_202009_Path3_Step5_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path3_DistStA,Path3_Step5_DistStA,IHTest_202009_Path3_Step5_LWHSI1__DistStA.bsq,340787200,2024-05-02T18:29:03+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step5_DistStA,LWHSI,collect0,202009030500
IHTest_202009_DistStA/Path3_DistStA/Path3_Step5_DistStA/IHTest_202009_Path3_Step5_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path3_DistStA,Path3_Step5_DistStA,IHTest_202009_Path3_Step5_LWHSI1__DistStA.hdr,3583,2024-05-02T18:31:38+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step5_DistStA,LWHSI,collect0,202009030500
IHTest_202009_DistStA/Path3_DistStA/Path3_Step6_DistStA/IHTest_202009_Path3_Step6_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path3_DistStA,Path3_Step6_DistStA,IHTest_202009_Path3_Step6_HiResLIDAR_1x_DistStA.las,129249522,2024-05-02T16:50:50+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step6_DistStA,HiResLIDAR,collect0,202009030600
IHTest_202009_DistStA/Path3_DistStA/Path3_Step6_DistStA/IHTest_202009_Path3_Step6_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path3_DistStA,Path3_Step6_DistStA,IHTest_202009_Path3_Step6_LWHSI1__DistStA.bsq,340787200,2024-05-02T20:04:05+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step6_DistStA,LWHSI,collect0,202009030600
IHTest_202009_DistStA/Path3_DistStA/Path3_Step6_DistStA/IHTest_202009_Path3_Step6_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path3_DistStA,Path3_Step6_DistStA,IHTest_202009_Path3_Step6_LWHSI1__DistStA.hdr,3583,2024-05-02T20:06:01+00:00,raw,IHTest_202009_DistStA/Path3_DistStA/Path3_Step6_DistStA,LWHSI,collect0,202009030600
IHTest_202009_DistStA/Path4_DistStA/Path4_Step10_DistStA/IHTest_202009_Path4_Step10_HiResLIDAR_2x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step10_DistStA,IHTest_202009_Path4_Step10_HiResLIDAR_2x_DistStA.las,487873583,2024-05-02T17:25:33+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step10_DistStA,HiResLIDAR,collect0,202009041000
IHTest_202009_DistStA/Path4_DistStA/Path4_Step10_DistStA/IHTest_202009_Path4_Step10_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step10_DistStA,IHTest_202009_Path4_Step10_LWHSI1__DistStA.bsq,340787200,2024-05-02T21:12:06+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step10_DistStA,LWHSI,collect0,202009041000
IHTest_202009_DistStA/Path4_DistStA/Path4_Step10_DistStA/IHTest_202009_Path4_Step10_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step10_DistStA,IHTest_202009_Path4_Step10_LWHSI1__DistStA.hdr,3583,2024-05-02T21:14:51+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step10_DistStA,LWHSI,collect0,202009041000
IHTest_202009_DistStA/Path4_DistStA/Path4_Step11_DistStA/IHTest_202009_Path4_Step11_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step11_DistStA,IHTest_202009_Path4_Step11_HiResLIDAR_1x_DistStA.las,91669983,2024-05-02T18:13:12+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step11_DistStA,HiResLIDAR,collect0,202009041100
IHTest_202009_DistStA/Path4_DistStA/Path4_Step11_DistStA/IHTest_202009_Path4_Step11_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step11_DistStA,IHTest_202009_Path4_Step11_LWHSI1__DistStA.bsq,340787200,2024-05-02T18:13:31+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step11_DistStA,LWHSI,collect0,202009041100
IHTest_202009_DistStA/Path4_DistStA/Path4_Step11_DistStA/IHTest_202009_Path4_Step11_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step11_DistStA,IHTest_202009_Path4_Step11_LWHSI1__DistStA.hdr,3583,2024-05-02T18:15:53+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step11_DistStA,LWHSI,collect0,202009041100
IHTest_202009_DistStA/Path4_DistStA/Path4_Step12_DistStA/IHTest_202009_Path4_Step12_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step12_DistStA,IHTest_202009_Path4_Step12_HiResLIDAR_1x_DistStA.las,95162343,2024-05-02T19:01:22+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step12_DistStA,HiResLIDAR,collect0,202009041200
IHTest_202009_DistStA/Path4_DistStA/Path4_Step12_DistStA/IHTest_202009_Path4_Step12_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step12_DistStA,IHTest_202009_Path4_Step12_LWHSI1__DistStA.bsq,340787200,2024-05-02T19:01:39+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step12_DistStA,LWHSI,collect0,202009041200
IHTest_202009_DistStA/Path4_DistStA/Path4_Step12_DistStA/IHTest_202009_Path4_Step12_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step12_DistStA,IHTest_202009_Path4_Step12_LWHSI1__DistStA.hdr,3583,2024-05-02T19:03:11+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step12_DistStA,LWHSI,collect0,202009041200
IHTest_202009_DistStA/Path4_DistStA/Path4_Step13_DistStA/IHTest_202009_Path4_Step13_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step13_DistStA,IHTest_202009_Path4_Step13_HiResLIDAR_1x_DistStA.las,106986763,2024-05-02T19:39:34+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step13_DistStA,HiResLIDAR,collect0,202009041300
IHTest_202009_DistStA/Path4_DistStA/Path4_Step13_DistStA/IHTest_202009_Path4_Step13_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step13_DistStA,IHTest_202009_Path4_Step13_LWHSI1__DistStA.bsq,340787200,2024-05-03T00:06:00+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step13_DistStA,LWHSI,collect0,202009041300
IHTest_202009_DistStA/Path4_DistStA/Path4_Step13_DistStA/IHTest_202009_Path4_Step13_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step13_DistStA,IHTest_202009_Path4_Step13_LWHSI1__DistStA.hdr,3583,2024-05-03T00:07:57+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step13_DistStA,LWHSI,collect0,202009041300
IHTest_202009_DistStA/Path4_DistStA/Path4_Step14_DistStA/IHTest_202009_Path4_Step14_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step14_DistStA,IHTest_202009_Path4_Step14_HiResLIDAR_1x_DistStA.las,144520963,2024-05-03T01:01:15+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step14_DistStA,HiResLIDAR,collect0,202009041400
IHTest_202009_DistStA/Path4_DistStA/Path4_Step14_DistStA/IHTest_202009_Path4_Step14_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step14_DistStA,IHTest_202009_Path4_Step14_LWHSI1__DistStA.bsq,340787200,2024-05-03T01:01:49+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step14_DistStA,LWHSI,collect0,202009041400
IHTest_202009_DistStA/Path4_DistStA/Path4_Step14_DistStA/IHTest_202009_Path4_Step14_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step14_DistStA,IHTest_202009_Path4_Step14_LWHSI1__DistStA.hdr,3583,2024-05-03T01:02:53+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step14_DistStA,LWHSI,collect0,202009041400
IHTest_202009_DistStA/Path4_DistStA/Path4_Step15_DistStA/IHTest_202009_Path4_Step15_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step15_DistStA,IHTest_202009_Path4_Step15_HiResLIDAR_1x_DistStA.las,192286503,2024-05-03T02:46:09+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step15_DistStA,HiResLIDAR,collect0,202009041500
IHTest_202009_DistStA/Path4_DistStA/Path4_Step15_DistStA/IHTest_202009_Path4_Step15_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step15_DistStA,IHTest_202009_Path4_Step15_LWHSI1__DistStA.bsq,340787200,2024-05-02T20:20:20+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step15_DistStA,LWHSI,collect0,202009041500
IHTest_202009_DistStA/Path4_DistStA/Path4_Step15_DistStA/IHTest_202009_Path4_Step15_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step15_DistStA,IHTest_202009_Path4_Step15_LWHSI1__DistStA.hdr,3583,2024-05-02T20:21:37+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step15_DistStA,LWHSI,collect0,202009041500
IHTest_202009_DistStA/Path4_DistStA/Path4_Step16_DistStA/IHTest_202009_Path4_Step16_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step16_DistStA,IHTest_202009_Path4_Step16_HiResLIDAR_1x_DistStA.las,132743723,2024-05-03T03:32:41+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step16_DistStA,HiResLIDAR,collect0,202009041600
IHTest_202009_DistStA/Path4_DistStA/Path4_Step16_DistStA/IHTest_202009_Path4_Step16_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step16_DistStA,IHTest_202009_Path4_Step16_LWHSI1__DistStA.bsq,340787200,2024-05-02T21:04:34+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step16_DistStA,LWHSI,collect0,202009041600
IHTest_202009_DistStA/Path4_DistStA/Path4_Step16_DistStA/IHTest_202009_Path4_Step16_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step16_DistStA,IHTest_202009_Path4_Step16_LWHSI1__DistStA.hdr,3583,2024-05-02T21:06:59+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step16_DistStA,LWHSI,collect0,202009041600
IHTest_202009_DistStA/Path4_DistStA/Path4_Step1_DistStA/IHTest_202009_Path4_Step1_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step1_DistStA,IHTest_202009_Path4_Step1_HiResLIDAR_1x_DistStA.las,99066383,2024-05-03T03:33:49+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step1_DistStA,HiResLIDAR,collect0,202009040100
IHTest_202009_DistStA/Path4_DistStA/Path4_Step1_DistStA/IHTest_202009_Path4_Step1_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step1_DistStA,IHTest_202009_Path4_Step1_LWHSI1__DistStA.bsq,340787200,2024-05-02T22:31:48+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step1_DistStA,LWHSI,collect0,202009040100
IHTest_202009_DistStA/Path4_DistStA/Path4_Step1_DistStA/IHTest_202009_Path4_Step1_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step1_DistStA,IHTest_202009_Path4_Step1_LWHSI1__DistStA.hdr,3583,2024-05-02T22:32:48+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step1_DistStA,LWHSI,collect0,202009040100
IHTest_202009_DistStA/Path4_DistStA/Path4_Step2_DistStA/IHTest_202009_Path4_Step2_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step2_DistStA,IHTest_202009_Path4_Step2_HiResLIDAR_1x_DistStA.las,105134883,2024-05-02T23:03:32+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step2_DistStA,HiResLIDAR,collect0,202009040200
IHTest_202009_DistStA/Path4_DistStA/Path4_Step2_DistStA/IHTest_202009_Path4_Step2_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step2_DistStA,IHTest_202009_Path4_Step2_LWHSI1__DistStA.bsq,340787200,2024-05-02T23:03:52+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step2_DistStA,LWHSI,collect0,202009040200
IHTest_202009_DistStA/Path4_DistStA/Path4_Step2_DistStA/IHTest_202009_Path4_Step2_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step2_DistStA,IHTest_202009_Path4_Step2_LWHSI1__DistStA.hdr,3583,2024-05-02T23:05:48+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step2_DistStA,LWHSI,collect0,202009040200
IHTest_202009_DistStA/Path4_DistStA/Path4_Step3_DistStA/IHTest_202009_Path4_Step3_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step3_DistStA,IHTest_202009_Path4_Step3_HiResLIDAR_1x_DistStA.las,102641383,2024-05-02T23:49:25+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step3_DistStA,HiResLIDAR,collect0,202009040300
IHTest_202009_DistStA/Path4_DistStA/Path4_Step3_DistStA/IHTest_202009_Path4_Step3_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step3_DistStA,IHTest_202009_Path4_Step3_LWHSI1__DistStA.bsq,340787200,2024-05-03T03:35:09+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step3_DistStA,LWHSI,collect0,202009040300
IHTest_202009_DistStA/Path4_DistStA/Path4_Step3_DistStA/IHTest_202009_Path4_Step3_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step3_DistStA,IHTest_202009_Path4_Step3_LWHSI1__DistStA.hdr,3583,2024-05-03T03:35:10+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step3_DistStA,LWHSI,collect0,202009040300
IHTest_202009_DistStA/Path4_DistStA/Path4_Step4_DistStA/IHTest_202009_Path4_Step4_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step4_DistStA,IHTest_202009_Path4_Step4_HiResLIDAR_1x_DistStA.las,98144383,2024-05-03T03:36:17+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step4_DistStA,HiResLIDAR,collect0,202009040400
IHTest_202009_DistStA/Path4_DistStA/Path4_Step4_DistStA/IHTest_202009_Path4_Step4_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step4_DistStA,IHTest_202009_Path4_Step4_LWHSI1__DistStA.bsq,340787200,2024-05-03T00:16:47+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step4_DistStA,LWHSI,collect0,202009040400
IHTest_202009_DistStA/Path4_DistStA/Path4_Step4_DistStA/IHTest_202009_Path4_Step4_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step4_DistStA,IHTest_202009_Path4_Step4_LWHSI1__DistStA.hdr,3583,2024-05-03T00:18:00+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step4_DistStA,LWHSI,collect0,202009040400
IHTest_202009_DistStA/Path4_DistStA/Path4_Step5_DistStA/IHTest_202009_Path4_Step5_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step5_DistStA,IHTest_202009_Path4_Step5_HiResLIDAR_1x_DistStA.las,99394343,2024-05-03T03:37:37+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step5_DistStA,HiResLIDAR,collect0,202009040500
IHTest_202009_DistStA/Path4_DistStA/Path4_Step5_DistStA/IHTest_202009_Path4_Step5_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step5_DistStA,IHTest_202009_Path4_Step5_LWHSI1__DistStA.bsq,340787200,2024-05-03T03:37:44+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step5_DistStA,LWHSI,collect0,202009040500
IHTest_202009_DistStA/Path4_DistStA/Path4_Step5_DistStA/IHTest_202009_Path4_Step5_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step5_DistStA,IHTest_202009_Path4_Step5_LWHSI1__DistStA.hdr,3583,2024-05-03T03:37:47+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step5_DistStA,LWHSI,collect0,202009040500
IHTest_202009_DistStA/Path4_DistStA/Path4_Step6_DistStA/IHTest_202009_Path4_Step6_HiResLIDAR_1x_DistStA.las,IHTest_202009_DistStA,Path4_DistStA,Path4_Step6_DistStA,IHTest_202009_Path4_Step6_HiResLIDAR_1x_DistStA.las,123691163,2024-05-03T01:13:18+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step6_DistStA,HiResLIDAR,collect0,202009040600
IHTest_202009_DistStA/Path4_DistStA/Path4_Step6_DistStA/IHTest_202009_Path4_Step6_LWHSI1__DistStA.bsq,IHTest_202009_DistStA,Path4_DistStA,Path4_Step6_DistStA,IHTest_202009_Path4_Step6_LWHSI1__DistStA.bsq,340787200,2024-05-03T03:39:15+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step6_DistStA,LWHSI,collect0,202009040600
IHTest_202009_DistStA/Path4_DistStA/Path4_Step6_DistStA/IHTest_202009_Path4_Step6_LWHSI1__DistStA.hdr,IHTest_202009_DistStA,Path4_DistStA,Path4_Step6_DistStA,IHTest_202009_Path4_Step6_LWHSI1__DistStA.hdr,3583,2024-05-03T03:39:17+00:00,raw,IHTest_202009_DistStA/Path4_DistStA/Path4_Step6_DistStA,LWHSI,collect0,202009040600
